Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransSalePrice,InsideSF,OutsideSF,TotalSF,OverallQualCond,GarageCarArea,ExterQualCond,BsmtQualCond,BsmtQualCondPlus,FireplacesQu,GarageQualCond
46,120,RL,61.0,7658,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5,3,1,6,456,1,0,1296,1752,GasA,5,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,5,6,7,1,4,Attchd,2005.0,RFn,2,576,3,3,Y,196,82,0,0,0,0,0,0,No_MF,0,2,2010,WD,Normal,319900,12.675766851909591,4080,278,4358,45,1152,15,15,90,4,9
47,50,RL,48.0,12822,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1351,1,0,83,1434,GasA,5,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,4,6,7,1,5,Attchd,2003.0,RFn,2,670,3,3,Y,168,43,0,0,198,0,0,0,No_MF,0,8,2009,WD,Abnorml,239686,12.387089184491993,4253,211,4464,35,1340,12,15,90,5,9
48,20,FV,84.0,11096,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24,1,0,1632,1656,GasA,5,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,4,7,7,0,0,Attchd,2006.0,RFn,3,826,3,3,Y,0,146,0,0,0,0,0,0,No_MF,0,7,2007,WD,Normal,249700,12.428019481065613,4138,146,4284,40,2478,12,12,216,0,9
49,190,RM,33.0,4456,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,736,736,GasA,4,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,7,0,0,No_GT,1920.0,No_GF,0,0,0,0,N,0,0,102,0,0,0,0,0,No_MF,0,6,2009,New,Partial,113000,11.635151947212842,2290,0,2290,20,0,9,9,9,0,0
50,20,RL,66.0,7742,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,763,1,0,192,955,GasA,5,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,3,6,7,0,0,Attchd,1966.0,Unf,1,386,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,1,2007,WD,Normal,127000,11.751950239425476,2296,0,2296,35,386,9,9,36,0,9
51,60,RL,78.51287532703566,13869,Pave,No_Alley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,182,1,0,612,794,GasA,4,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,7,0,0,Attchd,1997.0,Fin,2,388,3,3,Y,0,75,0,0,0,0,0,0,No_MF,0,7,2007,WD,Normal,177000,12.083910661257521,2652,75,2727,36,776,9,12,216,0,9
52,50,RM,52.0,6240,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,816,816,GasA,3,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,7,1,4,Detchd,1985.0,Unf,2,528,3,3,Y,112,0,0,0,0,0,0,3,Shed,400,9,2006,WD,Normal,114500,11.648338835562747,2520,112,2632,36,1056,9,9,9,4,9
53,90,RM,110.0,8472,Grvl,No_Alley,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,3,4,2,104,6,712,0,816,GasA,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,7,0,0,CarPort,1963.0,Unf,2,516,3,3,Y,106,0,0,0,0,0,0,0,No_MF,0,5,2010,WD,Normal,110000,11.608244735642321,2148,106,2254,25,1032,6,12,576,0,9
54,20,RL,68.0,50271,Pave,No_Alley,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,4,6,1810,1,0,32,1842,GasA,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,7,1,4,Attchd,1981.0,Fin,3,894,3,3,Y,857,72,0,0,0,0,0,0,No_MF,0,11,2006,WD,Normal,385000,12.861001210669146,4578,929,5507,45,2682,12,15,360,4,9
55,80,RL,60.0,7134,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,384,1,0,0,384,GasA,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,6,1,3,Detchd,1962.0,Unf,2,572,3,3,Y,0,50,0,0,0,0,0,3,No_MF,0,2,2007,WD,Normal,130000,11.775297421715827,2316,50,2366,25,1144,9,9,45,3,9
56,20,RL,100.0,10175,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,4,490,1,0,935,1425,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,7,1,4,Attchd,1964.0,RFn,2,576,3,3,Y,0,0,0,407,0,0,0,0,No_MF,0,7,2008,WD,Normal,180500,12.103491596905931,3426,0,3426,30,1152,9,9,36,4,9
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649,1,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,7,0,0,Attchd,1999.0,Fin,2,480,3,3,Y,115,0,0,0,0,0,0,0,No_MF,0,8,2009,WD,Abnorml,172500,12.058158312538197,3189,115,3304,40,960,12,12,72,0,9
58,60,RL,89.0,11645,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,860,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,7,0,0,Attchd,2004.0,RFn,2,565,3,3,Y,0,70,0,0,0,0,0,0,No_MF,0,8,2006,WD,Normal,196500,12.188422799337028,3145,70,3215,35,1130,12,12,12,0,9
59,60,RL,66.0,13682,Pave,No_Alley,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0,1,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,7,1,4,BuiltIn,2006.0,Fin,3,641,3,3,Y,192,0,37,0,0,0,0,0,No_MF,0,10,2006,New,Partial,438780,12.991755706536901,5033,192,5225,50,1923,15,15,60,4,9
60,20,RL,60.0,7200,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,632,1,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,7,0,0,Detchd,1973.0,Unf,1,352,3,3,Y,196,0,0,0,0,0,0,3,No_MF,0,1,2008,WD,Normal,124900,11.735276702486741,1912,196,2108,35,352,9,9,135,0,9
61,20,RL,63.0,13072,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941,1,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,7,0,0,Detchd,2006.0,Unf,2,576,3,3,Y,0,50,0,0,0,0,0,0,No_MF,0,5,2006,New,Partial,158000,11.970356641102999,2892,50,2942,30,1152,9,12,60,0,9
62,75,RM,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0,1,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,7,0,0,Detchd,1935.0,Unf,1,288,3,3,N,0,0,144,0,0,0,0,0,No_MF,0,3,2007,WD,Normal,101000,11.522885696764481,2073,0,2073,35,288,9,6,6,0,9
63,120,RL,44.0,6442,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,6,24,1,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,120,49,0,0,0,0,0,0,No_MF,0,10,2007,WD,Normal,202500,12.218500103788143,3224,169,3393,40,968,12,16,192,4,9
64,70,RM,50.0,10300,Pave,No_Alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,7,0,0,Detchd,1990.0,Unf,2,480,3,3,Y,12,11,64,0,0,0,0,4,No_MF,0,4,2010,WD,Normal,140000,11.849404844423074,2830,23,2853,42,960,9,9,9,0,9
65,60,RL,68.83333860703567,9375,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739,1,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,0,Attchd,1998.0,RFn,2,645,3,3,Y,576,36,0,0,0,0,0,4,No_MF,0,2,2009,WD,Normal,219500,12.299112067295642,3736,612,4348,35,1290,9,12,72,0,9
66,60,RL,76.0,9591,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0,1,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,7,1,4,BuiltIn,2004.0,RFn,3,852,3,3,Y,192,151,0,0,0,0,0,0,No_MF,0,10,2007,WD,Normal,317000,12.666660207428574,4468,343,4811,40,2556,12,15,45,4,9
67,20,RL,91.50292560703565,19900,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,6,912,1,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,6,1,4,Attchd,1970.0,RFn,2,576,3,3,Y,301,0,0,0,0,0,0,0,No_MF,0,7,2010,WD,Normal,180000,12.100717685412471,4730,301,5031,35,1152,9,12,288,4,9
68,20,RL,72.0,10665,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013,1,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,7,0,0,Attchd,2003.0,RFn,2,558,3,3,Y,144,29,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,226000,12.328294703023394,3490,173,3663,35,1116,12,12,216,0,9
69,30,RM,47.0,4608,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,7,0,0,Attchd,1945.0,Unf,1,220,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2010,WD,Normal,80000,11.289794413577894,1714,0,1714,24,220,12,9,9,0,9
70,50,RL,81.0,15593,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,1,4,603,1,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,7,1,3,Attchd,1953.0,Fin,2,667,3,3,Y,0,21,114,0,0,0,0,0,No_MF,0,7,2006,WD,Normal,225000,12.323860125621126,4372,21,4393,28,1334,12,9,36,3,9
71,20,RL,95.0,13651,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,5,1880,1,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,7,2,4,Attchd,1973.0,Fin,2,516,3,3,Y,300,0,0,0,0,0,0,0,No_MF,0,2,2007,WD,Normal,244000,12.404927602627597,4962,300,5262,42,1032,12,12,240,8,9
72,20,RL,69.0,7599,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,565,1,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,7,0,0,Detchd,1987.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,129500,11.771443882099637,2050,0,2050,24,720,9,9,45,0,9
73,60,RL,74.0,10141,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,1,0,1,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,7,1,3,Attchd,1998.0,Fin,2,427,3,3,Y,0,94,0,0,291,0,0,0,No_MF,0,12,2009,WD,Normal,185000,12.128116509451258,2977,94,3071,35,854,9,12,12,3,9
74,20,RL,85.0,10200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320,4,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,7,0,0,Attchd,1989.0,Unf,2,490,3,3,Y,0,0,0,0,0,0,0,2,No_MF,0,5,2010,WD,Normal,144900,11.88380602959621,2662,0,2662,35,980,9,9,180,0,9
75,50,RM,60.0,5790,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,1,1,0,1,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,7,0,0,Detchd,1915.0,Unf,1,379,3,3,Y,0,0,202,0,0,0,0,0,No_MF,0,5,2010,WD,Normal,107400,11.58432477200052,3026,0,3026,18,379,16,6,6,0,9
76,180,RM,21.0,1596,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,462,1,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,7,0,0,BuiltIn,1973.0,Unf,1,297,3,3,Y,120,101,0,0,0,0,0,2,No_MF,0,11,2009,WD,Normal,91000,11.418625774449596,1747,221,1968,20,297,9,12,288,0,9
77,20,RL,66.89484660703566,8475,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228,1,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,7,0,0,Detchd,1956.0,Unf,1,283,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,4,2008,WD,Normal,135750,11.818577604251555,2187,0,2187,28,283,9,9,45,0,9
78,50,RM,50.0,8635,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,336,6,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,6,0,0,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,1,2008,WD,Normal,127000,11.751950239425476,2197,0,2197,25,240,9,9,216,0,9
79,90,RL,72.0,10778,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1768,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,7,0,0,No_GT,1968.0,No_GF,0,0,0,0,Y,0,0,0,0,0,0,0,0,No_MF,0,4,2010,WD,Normal,136500,11.824087219587643,3536,0,3536,20,0,9,9,9,0,0
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,440,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,7,0,0,Detchd,1966.0,Unf,2,440,3,3,Y,74,0,128,0,0,0,0,3,No_MF,0,5,2009,WD,Normal,110000,11.608244735642321,2238,74,2312,30,880,9,9,9,0,9
81,60,RL,100.0,13000,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448,1,0,448,896,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,4,Attchd,1968.0,Fin,1,509,3,3,Y,0,72,0,0,252,0,0,0,No_MF,0,6,2009,WD,Normal,193500,12.173037959397275,3547,72,3619,36,509,12,12,36,4,9
82,120,RM,32.0,4500,Pave,No_Alley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,6,1201,1,0,36,1237,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,0,Attchd,1998.0,Fin,2,405,3,3,Y,0,199,0,0,0,0,0,0,No_MF,0,3,2006,WD,Normal,153500,11.941462360646149,2979,199,3178,30,810,12,20,120,0,9
83,20,RL,78.0,10206,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,1,6,33,1,0,1530,1563,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,7,1,4,Attchd,2007.0,RFn,3,758,3,3,Y,144,99,0,0,0,0,0,0,No_MF,0,10,2008,WD,Normal,245000,12.409017571151187,3884,243,4127,40,2274,9,12,72,4,9
84,20,RL,80.0,8892,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,1,0,1,0,1065,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,0,Detchd,1974.0,Unf,2,461,3,3,Y,74,0,0,0,0,0,0,0,No_MF,0,7,2007,COD,Normal,126500,11.748005492256807,2591,74,2665,25,922,9,9,9,0,9
85,80,RL,67.01331000703567,8530,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,1,1,0,1,0,384,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,7,1,3,BuiltIn,1995.0,Fin,2,400,3,3,Y,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD,Normal,168500,12.034696963475044,2258,192,2450,35,800,9,12,12,3,9
86,60,RL,121.0,16059,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,1,0,1,0,1288,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,3,Attchd,1991.0,Unf,2,462,3,3,Y,127,82,0,0,0,0,0,0,No_MF,0,4,2006,WD,Normal,260000,12.468440756144114,4167,209,4376,40,924,12,12,12,3,9
87,60,RL,122.0,11911,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,7,1,4,BuiltIn,2005.0,Fin,2,400,3,3,Y,100,38,0,0,0,0,0,0,No_MF,0,3,2009,WD,Normal,174000,12.066816325306588,2644,138,2782,30,800,12,12,36,4,9
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,1,0,1,0,612,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0,Detchd,2009.0,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,0,No_MF,0,6,2009,New,Partial,164500,12.010671928196443,2364,234,2598,30,1056,12,12,36,0,9
89,50,C (all),105.0,8470,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,1,1,0,1,0,1013,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,0,No_GT,1915.0,No_GF,0,0,0,0,N,0,0,156,0,0,0,0,3,No_MF,0,10,2009,ConLD,Abnorml,85000,11.350418300109132,2695,0,2695,6,0,4,6,6,0,0
90,20,RL,60.0,8070,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,588,1,0,402,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,7,0,0,No_GT,1994.0,No_GF,0,0,0,0,Y,0,0,0,0,0,0,0,0,No_MF,0,8,2007,WD,Normal,123600,11.724813914587886,1980,0,1980,20,0,9,12,72,0,0
91,20,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,7,0,0,Detchd,1950.0,Unf,2,420,3,3,Y,0,29,0,0,0,0,0,0,No_MF,0,7,2006,WD,Normal,109900,11.60733523953139,1460,29,1489,20,840,9,0,0,0,9
92,20,RL,85.0,8500,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,1,3,600,1,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,7,0,0,Attchd,1961.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,2,No_MF,0,12,2006,WD,Abnorml,98600,11.498836682527127,2950,0,2950,15,960,9,9,27,0,9
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,5,713,1,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,7,0,0,Detchd,1921.0,Unf,2,432,3,3,Y,0,0,44,0,0,0,0,0,No_MF,0,8,2009,WD,Normal,163500,12.004574385508691,2316,0,2316,35,864,12,12,60,0,9
